1	964307063059890176	4	2018-02-16 01:14:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:14:53.909351	https://twitter.com/963302305083748354/status/964307063059890176	\N
2	964307188469477377	4	2018-02-16 01:15:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:15:23.909799	https://twitter.com/963302305083748354/status/964307188469477377	\N
3	964307314437111808	4	2018-02-16 01:15:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:15:53.939975	https://twitter.com/963302305083748354/status/964307314437111808	\N
4	964307439850946560	4	2018-02-16 01:16:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:16:23.847936	https://twitter.com/963302305083748354/status/964307439850946560	\N
5	964307565810089984	4	2018-02-16 01:16:54	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:16:53.912984	https://twitter.com/963302305083748354/status/964307565810089984	\N
6	964307692268355584	4	2018-02-16 01:17:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:17:23.957126	https://twitter.com/963302305083748354/status/964307692268355584	\N
7	964307817770360832	4	2018-02-16 01:17:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:17:53.909484	https://twitter.com/963302305083748354/status/964307817770360832	\N
8	964307943209418753	4	2018-02-16 01:18:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:18:23.850638	https://twitter.com/963302305083748354/status/964307943209418753	\N
9	964308069264928768	4	2018-02-16 01:18:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:18:53.890345	https://twitter.com/963302305083748354/status/964308069264928768	\N
10	964308194762809344	4	2018-02-16 01:19:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:19:23.888969	https://twitter.com/963302305083748354/status/964308194762809344	\N
11	964308321019748352	4	2018-02-16 01:19:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:19:53.923975	https://twitter.com/963302305083748354/status/964308321019748352	\N
12	964308446341296135	4	2018-02-16 01:20:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:20:23.838388	https://twitter.com/963302305083748354/status/964308446341296135	\N
13	964308572782837760	4	2018-02-16 01:20:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:20:53.908148	https://twitter.com/963302305083748354/status/964308572782837760	\N
14	964308698112774144	4	2018-02-16 01:21:24	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:21:23.839827	https://twitter.com/963302305083748354/status/964308698112774144	\N
15	964308827549020160	4	2018-02-16 01:21:55	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:21:53.890417	https://twitter.com/963302305083748354/status/964308827549020160	\N
16	964308950169501698	4	2018-02-16 01:22:24	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:22:23.941046	https://twitter.com/963302305083748354/status/964308950169501698	\N
17	964309075742740480	4	2018-02-16 01:22:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:22:53.885953	https://twitter.com/963302305083748354/status/964309075742740480	\N
18	964309201387311106	4	2018-02-16 01:23:24	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:23:23.846122	https://twitter.com/963302305083748354/status/964309201387311106	\N
19	964309327405133824	4	2018-02-16 01:23:54	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:23:53.885153	https://twitter.com/963302305083748354/status/964309327405133824	\N
20	964309453364371456	4	2018-02-16 01:24:24	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:24:23.868037	https://twitter.com/963302305083748354/status/964309453364371456	\N
21	964309579306754049	4	2018-02-16 01:24:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:24:53.915683	https://twitter.com/963302305083748354/status/964309579306754049	\N
22	964309705140027392	4	2018-02-16 01:25:24	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:25:23.847250	https://twitter.com/963302305083748354/status/964309705140027392	\N
23	964309830788792321	4	2018-02-16 01:25:54	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:25:53.894239	https://twitter.com/963302305083748354/status/964309830788792321	\N
24	964309956399738881	4	2018-02-16 01:26:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:26:23.850103	https://twitter.com/963302305083748354/status/964309956399738881	\N
25	964310082304356352	4	2018-02-16 01:26:54	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:26:53.898872	https://twitter.com/963302305083748354/status/964310082304356352	\N
26	964310208821395456	4	2018-02-16 01:27:24	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:27:23.908687	https://twitter.com/963302305083748354/status/964310208821395456	\N
27	964310334172405760	4	2018-02-16 01:27:54	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:27:53.893110	https://twitter.com/963302305083748354/status/964310334172405760	\N
28	964310460215435265	4	2018-02-16 01:28:24	I'm live on Twitch! \nJoin me here: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:28:23.919200	https://twitter.com/963302305083748354/status/964310460215435265	\N
29	964310586094841857	4	2018-02-16 01:28:54	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:28:53.941216	https://twitter.com/963302305083748354/status/964310586094841857	\N
30	964310711366180864	4	2018-02-16 01:29:24	We're playing Destiny 2! \nJoin me on Twitch: https://t.co/zM8l6Wn7vI.\n2018-02-15 17:29:23.839162	https://twitter.com/963302305083748354/status/964310711366180864	\N
